bifurcation_parameter	HH	HL	LH	LL	
0.2351	1000	0	0.132	0.868	0	
0.2352	1000	0	0.128	0.872	0	
0.2353	1000	0	0.129	0.871	0	
0.2354	1000	0	0.134	0.866	0	
0.2355	1000	0	0.125	0.875	0	
0.2356	1000	0	0.145	0.855	0	
0.2357	1000	0	0.129	0.871	0	
0.2358	1000	0	0.142	0.858	0	
0.2359	1000	0	0.134	0.866	0	
0.236	1000	0	0.151	0.849	0	
0.2361	1000	0	0.144	0.856	0	
0.2362	1000	0	0.154	0.846	0	
0.2363	1000	0	0.15	0.85	0	
0.2364	1000	0	0.166	0.834	0	
0.2365	1000	0	0.153	0.847	0	
0.2366	1000	0	0.131	0.869	0	
0.2367	1000	0	0.117	0.883	0	
0.2368	1000	0	0.138	0.862	0	
0.2369	1000	0	0.148	0.852	0	
0.237	1000	0	0.138	0.862	0	
0.2371	1000	0	0.141	0.859	0	
0.2372	1000	0	0.147	0.853	0	
0.2373	1000	0	0.14	0.86	0	
0.2374	1000	0	0.141	0.859	0	
0.2375	1000	0	0.13	0.87	0	
0.2376	1000	0	0.14	0.86	0	
0.2377	1000	0	0.145	0.855	0	
0.2378	1000	0	0.131	0.869	0	
0.2379	1000	0	0.131	0.869	0	
0.238	1000	0	0.138	0.862	0	
0.2381	1000	0	0.113	0.887	0	
0.2382	1000	0	0.13	0.87	0	
0.2383	1000	0	0.134	0.866	0	
0.2384	1000	0	0.13	0.87	0	
0.2385	1000	0	0.145	0.855	0	
0.2386	1000	0	0.121	0.879	0	
0.2387	1000	0	0.137	0.863	0	
0.2388	1000	0	0.156	0.844	0	
0.2389	1000	0	0.146	0.854	0	
0.239	1000	0	0.132	0.868	0	
0.2391	1000	0	0.142	0.858	0	
0.2392	1000	0	0.14	0.86	0	
0.2393	1000	0	0.131	0.869	0	
0.2394	1000	0	0.153	0.847	0	
0.2395	1000	0	0.141	0.859	0	
0.2396	1000	0	0.149	0.851	0	
0.2397	1000	0	0.133	0.867	0	
0.2398	1000	0	0.148	0.852	0	
0.2399	1000	0	0.137	0.863	0	
0.24	1000	0	0.152	0.848	0	
0.2401	1000	0	0.135	0.865	0	
0.2402	1000	0	0.157	0.843	0	
0.2403	1000	0	0.144	0.856	0	
0.2404	1000	0	0.137	0.863	0	
0.2405	1000	0	0.136	0.864	0	
0.2406	1000	0	0.159	0.841	0	
0.2407	1000	0	0.132	0.868	0	
0.2408	1000	0	0.143	0.857	0	
0.2409	1000	0	0.138	0.862	0	
0.241	1000	0	0.142	0.858	0	
0.2411	1000	0	0.133	0.867	0	
0.2412	1000	0	0.134	0.866	0	
0.2413	1000	0	0.133	0.867	0	
0.2414	1000	0	0.13	0.87	0	
0.2415	1000	0	0.153	0.847	0	
0.2416	1000	0	0.141	0.859	0	
0.2417	1000	0	0.138	0.862	0	
0.2418	1000	0	0.134	0.866	0	
0.2419	1000	0	0.128	0.872	0	
0.242	1000	0	0.152	0.848	0	
0.2421	1000	0	0.15	0.85	0	
0.2422	1000	0	0.123	0.877	0	
0.2423	1000	0	0.144	0.856	0	
0.2424	1000	0	0.144	0.856	0	
0.2425	1000	0	0.133	0.867	0	
0.2426	1000	0	0.133	0.867	0	
0.2427	1000	0	0.14	0.86	0	
0.2428	1000	0	0.151	0.849	0	
0.2429	1000	0	0.147	0.853	0	
0.243	1000	0	0.135	0.865	0	
0.2431	1000	0	0.124	0.876	0	
0.2432	1000	0	0.134	0.866	0	
0.2433	1000	0	0.139	0.861	0	
0.2434	1000	0	0.158	0.842	0	
0.2435	1000	0	0.136	0.864	0	
0.2436	1000	0	0.126	0.874	0	
0.2437	1000	0	0.137	0.863	0	
0.2438	1000	0	0.136	0.864	0	
0.2439	1000	0	0.129	0.871	0	
0.244	1000	0	0.145	0.855	0	
0.2441	1000	0	0.141	0.859	0	
0.2442	1000	0	0.154	0.846	0	
0.2443	1000	0	0.146	0.854	0	
0.2444	1000	0	0.158	0.842	0	
0.2445	1000	0	0.142	0.858	0	
0.2446	1000	0	0.13	0.87	0	
0.2447	1000	0	0.139	0.861	0	
0.2448	1000	0	0.143	0.857	0	
0.2449	1000	0	0.128	0.872	0	
0.245	1000	0	0.148	0.852	0	
0.2451	1000	0	0.149	0.851	0	
0.2452	1000	0	0.14	0.86	0	
0.2453	1000	0	0.14	0.86	0	
0.2454	1000	0	0.151	0.849	0	
0.2455	1000	0	0.138	0.862	0	
0.2456	1000	0	0.113	0.887	0	
0.2457	1000	0	0.146	0.854	0	
0.2458	1000	0	0.137	0.863	0	
0.2459	1000	0	0.149	0.851	0	
0.246	1000	0	0.108	0.892	0	
0.2461	1000	0	0.162	0.838	0	
0.2462	1000	0	0.151	0.849	0	
0.2463	1000	0	0.151	0.849	0	
0.2464	1000	0	0.136	0.864	0	
0.2465	1000	0	0.121	0.879	0	
0.2466	1000	0	0.15	0.85	0	
0.2467	1000	0	0.129	0.871	0	
0.2468	1000	0	0.146	0.854	0	
0.2469	1000	0	0.151	0.849	0	
0.247	1000	0	0.14	0.86	0	
0.2471	1000	0	0.125	0.875	0	
0.2472	1000	0	0.143	0.857	0	
0.2473	1000	0	0.135	0.865	0	
0.2474	1000	0	0.135	0.865	0	
0.2475	1000	0	0.133	0.867	0	
0.2476	1000	0	0.13	0.87	0	
0.2477	1000	0	0.133	0.867	0	
0.2478	1000	0	0.154	0.846	0	
0.2479	1000	0	0.129	0.871	0	
0.248	1000	0	0.126	0.874	0	
0.2481	1000	0	0.132	0.868	0	
0.2482	1000	0	0.134	0.866	0	
0.2483	1000	0	0.139	0.861	0	
0.2484	1000	0	0.137	0.863	0	
0.2485	1000	0	0.12	0.88	0	
0.2486	1000	0	0.134	0.866	0	
0.2487	1000	0	0.142	0.858	0	
0.2488	1000	0	0.155	0.845	0	
0.2489	1000	0	0.123	0.877	0	
0.249	1000	0	0.144	0.856	0	
0.2491	1000	0	0.131	0.869	0	
0.2492	1000	0	0.149	0.851	0	
0.2493	1000	0	0.151	0.849	0	
0.2494	1000	0	0.143	0.857	0	
0.2495	1000	0	0.137	0.863	0	
0.2496	1000	0	0.146	0.854	0	
0.2497	1000	0	0.124	0.876	0	
0.2498	1000	0	0.123	0.877	0	
0.2499	1000	0	0.139	0.861	0	
0.25	1000	0	0.139	0.861	0	
0.2501	1000	0	0.127	0.873	0	
0.2502	1000	0	0.151	0.849	0	
0.2503	1000	0	0.139	0.861	0	
0.2504	1000	0	0.133	0.867	0	
0.2505	1000	0	0.136	0.864	0	
0.2506	1000	0	0.138	0.862	0	
0.2507	1000	0	0.135	0.865	0	
0.2508	1000	0	0.121	0.879	0	
0.2509	1000	0	0.155	0.845	0	
0.251	1000	0	0.133	0.867	0	
0.2511	1000	0	0.143	0.857	0	
0.2512	1000	0	0.129	0.871	0	
0.2513	1000	0	0.134	0.866	0	
0.2514	1000	0	0.137	0.863	0	
0.2515	1000	0	0.144	0.856	0	
0.2516	1000	0	0.138	0.862	0	
0.2517	1000	0	0.122	0.878	0	
0.2518	1000	0	0.151	0.849	0	
0.2519	1000	0	0.136	0.864	0	
0.252	1000	0	0.151	0.849	0	
0.2521	1000	0	0.154	0.846	0	
0.2522	1000	0	0.131	0.869	0	
0.2523	1000	0	0.154	0.846	0	
0.2524	1000	0	0.153	0.847	0	
0.2525	1000	0	0.142	0.858	0	
0.2526	1000	0	0.137	0.863	0	
0.2527	1000	0	0.144	0.856	0	
0.2528	1000	0	0.143	0.857	0	
0.2529	1000	0	0.127	0.873	0	
0.253	1000	0	0.144	0.856	0	
0.2531	1000	0	0.136	0.864	0	
0.2532	1000	0	0.132	0.868	0	
0.2533	1000	0	0.146	0.854	0	
0.2534	1000	0	0.142	0.858	0	
0.2535	1000	0	0.134	0.866	0	
0.2536	1000	0	0.141	0.859	0	
0.2537	1000	0	0.167	0.833	0	
0.2538	1000	0	0.155	0.845	0	
0.2539	1000	0	0.151	0.849	0	
0.254	1000	0	0.15	0.85	0	
0.2541	1000	0	0.15	0.85	0	
0.2542	1000	0	0.142	0.858	0	
0.2543	1000	0	0.135	0.865	0	
0.2544	1000	0	0.139	0.861	0	
0.2545	1000	0	0.14	0.86	0	
0.2546	1000	0	0.139	0.861	0	
0.2547	1000	0	0.141	0.859	0	
0.2548	1000	0	0.125	0.875	0	
0.2549	1000	0	0.135	0.865	0	
0.255	1000	0	0.146	0.854	0	
0.2551	1000	0	0.157	0.843	0	
0.2552	1000	0	0.16	0.84	0	
0.2553	1000	0	0.145	0.855	0	
0.2554	1000	0	0.153	0.847	0	
0.2555	1000	0	0.162	0.838	0	
0.2556	1000	0	0.148	0.852	0	
0.2557	1000	0	0.136	0.864	0	
0.2558	1000	0	0.134	0.866	0	
0.2559	1000	0	0.127	0.873	0	
0.256	1000	0	0.143	0.857	0	
0.2561	1000	0	0.143	0.857	0	
0.2562	1000	0	0.145	0.855	0	
0.2563	1000	0	0.118	0.882	0	
0.2564	1000	0	0.141	0.859	0	
0.2565	1000	0	0.158	0.842	0	
0.2566	1000	0	0.126	0.874	0	
0.2567	1000	0	0.152	0.848	0	
0.2568	1000	0	0.131	0.869	0	
0.2569	1000	0	0.154	0.846	0	
0.257	1000	0	0.144	0.856	0	
0.2571	1000	0	0.156	0.844	0	
0.2572	1000	0	0.14	0.86	0	
0.2573	1000	0	0.148	0.852	0	
0.2574	1000	0	0.141	0.859	0	
0.2575	1000	0	0.147	0.853	0	
0.2576	1000	0	0.167	0.833	0	
0.2577	1000	0	0.131	0.869	0	
0.2578	1000	0	0.126	0.874	0	
0.2579	1000	0	0.144	0.856	0	
0.258	1000	0	0.153	0.847	0	
0.2581	1000	0	0.149	0.851	0	
0.2582	1000	0	0.15	0.85	0	
0.2583	1000	0	0.159	0.841	0	
0.2584	1000	0	0.15	0.85	0	
0.2585	1000	0	0.142	0.858	0	
0.2586	1000	0	0.155	0.845	0	
0.2587	1000	0	0.154	0.846	0	
0.2588	1000	0	0.149	0.851	0	
0.2589	1000	0	0.562	0.438	0	
0.259	1000	0	0.757	0.243	0	
0.2591	1000	0	0.863	0.137	0	
0.2592	1000	0	0.902	0.098	0	
0.2593	1000	0	0.917	0.083	0	
0.2594	1000	0	0.94	0.06	0	
0.2595	1000	0	0.95	0.05	0	
0.2596	1000	0	0.956	0.044	0	
0.2597	1000	0	0.964	0.036	0	
0.2598	1000	0	0.954	0.046	0	
0.2599	1000	0	0.97	0.03	0	
0.26	1000	0	0.956	0.044	0	
0.2601	1000	0	0.966	0.034	0	
0.2602	1000	0	0.947	0.053	0	
0.2603	1000	0	0.968	0.032	0	
0.2604	1000	0	0.969	0.031	0	
0.2605	1000	0	0.959	0.041	0	
0.2606	1000	0	0.965	0.035	0	
0.2607	1000	0	0.969	0.031	0	
0.2608	1000	0	0.967	0.033	0	
0.2609	1000	0	0.965	0.035	0	
0.261	1000	0	0.964	0.036	0	
0.2611	1000	0	0.97	0.03	0	
0.2612	1000	0	0.964	0.036	0	
0.2613	1000	0	0.973	0.027	0	
0.2614	1000	0	0.97	0.03	0	
0.2615	1000	0	0.981	0.019	0	
0.2616	1000	0	0.97	0.03	0	
0.2617	1000	0	0.972	0.028	0	
0.2618	1000	0	0.979	0.021	0	
0.2619	1000	0	0.975	0.025	0	
0.262	1000	0	0.967	0.033	0	
0.2621	1000	0	0.974	0.026	0	
0.2622	1000	0	0.975	0.025	0	
0.2623	1000	0	0.971	0.029	0	
0.2624	1000	0	0.977	0.023	0	
0.2625	1000	0	0.981	0.019	0	
0.2626	1000	0	0.974	0.026	0	
0.2627	1000	0	0.968	0.032	0	
0.2628	1000	0	0.976	0.024	0	
0.2629	1000	0	0.976	0.024	0	
0.263	1000	0	0.972	0.028	0	
0.2631	1000	0	0.982	0.018	0	
0.2632	1000	0	0.981	0.019	0	
0.2633	1000	0	0.984	0.016	0	
0.2634	1000	0	0.985	0.015	0	
0.2635	1000	0	0.986	0.014	0	
0.2636	1000	0	0.98	0.02	0	
0.2637	1000	0	0.982	0.018	0	
0.2638	1000	0	0.986	0.014	0	
0.2639	1000	0	0.985	0.015	0	
0.264	1000	0	0.978	0.022	0	
0.2641	1000	0	0.979	0.021	0	
0.2642	1000	0	0.983	0.017	0	
0.2643	1000	0	0.985	0.015	0	
0.2644	1000	0	0.991	0.009	0	
0.2645	1000	0	0.983	0.017	0	
0.2646	1000	0	0.989	0.011	0	
0.2647	1000	0	0.984	0.016	0	
0.2648	1000	0	0.99	0.01	0	
0.2649	1000	0	0.985	0.015	0	
0.265	1000	0	0.989	0.011	0	
0.2651	1000	0	0.985	0.015	0	
0.2652	1000	0	0.99	0.01	0	
0.2653	1000	0	0.995	0.005	0	
0.2654	1000	0	0.987	0.013	0	
0.2655	1000	0	0.987	0.013	0	
0.2656	1000	0	0.991	0.009	0	
0.2657	1000	0	0.994	0.006	0	
0.2658	1000	0	0.988	0.012	0	
0.2659	1000	0	0.991	0.009	0	
0.266	1000	0	0.99	0.01	0	
0.2661	1000	0	1	0	0	
0.2662	1000	0	1	0	0	
0.2663	1000	0	1	0	0	
0.2664	1000	0	1	0	0	
0.2665	1000	0	1	0	0	
0.2666	1000	0	1	0	0	
0.2667	1000	0	1	0	0	
0.2668	1000	0	1	0	0	
0.2669	1000	0	1	0	0	
0.267	1000	0	1	0	0	
0.2671	1000	0	1	0	0	
0.2672	1000	0	1	0	0	
0.2673	1000	0	1	0	0	
0.2674	1000	0	1	0	0	
0.2675	1000	0	1	0	0	
0.2676	1000	0	1	0	0	
0.2677	1000	0	1	0	0	
0.2678	1000	0	1	0	0	
0.2679	1000	0	1	0	0	
0.268	1000	0	1	0	0	
0.2681	1000	0	1	0	0	
0.2682	1000	0	1	0	0	
0.2683	1000	0	1	0	0	
0.2684	1000	0	1	0	0	
0.2685	1000	0	1	0	0	
0.2686	1000	0	1	0	0	
0.2687	1000	0	1	0	0	
0.2688	1000	0	1	0	0	
0.2689	1000	0	1	0	0	
0.269	1000	0	1	0	0	
0.2691	1000	0	1	0	0	
0.2692	1000	0	1	0	0	
0.2693	1000	0	1	0	0	
0.2694	1000	0	1	0	0	
0.2695	1000	0	1	0	0	
0.2696	1000	0	1	0	0	
0.2697	1000	0	1	0	0	
0.2698	1000	0	1	0	0	
0.2699	1000	0	1	0	0	
0.27	1000	0	1	0	0	
